element,item,year,country,unit,value
Food supply,Soyabeans,1981,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1982,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1983,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1984,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1985,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1986,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1987,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1988,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1989,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1990,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1991,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1992,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1993,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1994,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1995,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1996,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1997,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1998,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1999,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2000,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2001,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2002,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2003,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2004,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2005,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2006,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2007,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2008,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,2009,Cyprus,kcal/capita/day,0
Food supply,Soyabeans,1993,Czech Republic,kcal/capita/day,1
Food supply,Soyabeans,1994,Czech Republic,kcal/capita/day,1
Food supply,Soyabeans,1995,Czech Republic,kcal/capita/day,4
Food supply,Soyabeans,1996,Czech Republic,kcal/capita/day,1
Food supply,Soyabeans,1997,Czech Republic,kcal/capita/day,3
Food supply,Soyabeans,1998,Czech Republic,kcal/capita/day,5
Food supply,Soyabeans,1999,Czech Republic,kcal/capita/day,1
Food supply,Soyabeans,2000,Czech Republic,kcal/capita/day,2
Food supply,Soyabeans,2001,Czech Republic,kcal/capita/day,6
Food supply,Soyabeans,2002,Czech Republic,kcal/capita/day,5
Food supply,Soyabeans,2003,Czech Republic,kcal/capita/day,3
Food supply,Soyabeans,2004,Czech Republic,kcal/capita/day,9
Food supply,Soyabeans,2005,Czech Republic,kcal/capita/day,2
Food supply,Soyabeans,2006,Czech Republic,kcal/capita/day,3
Food supply,Soyabeans,2007,Czech Republic,kcal/capita/day,0
Food supply,Soyabeans,2008,Czech Republic,kcal/capita/day,2
Food supply,Soyabeans,2009,Czech Republic,kcal/capita/day,2
Food supply,Soyabeans,1961,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1962,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1963,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1964,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1965,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1966,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1967,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1968,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1969,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1970,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1971,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1972,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1973,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1974,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1975,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1976,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1977,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1978,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1979,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1980,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1981,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1982,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1983,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1984,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1985,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1986,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1987,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1988,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1989,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1990,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1991,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1992,Czechoslovakia,kcal/capita/day,
Food supply,Soyabeans,1961,Democratic People's Republic of Korea,kcal/capita/day,119
Food supply,Soyabeans,1962,Democratic People's Republic of Korea,kcal/capita/day,116
Food supply,Soyabeans,1963,Democratic People's Republic of Korea,kcal/capita/day,114
Food supply,Soyabeans,1964,Democratic People's Republic of Korea,kcal/capita/day,118
Food supply,Soyabeans,1965,Democratic People's Republic of Korea,kcal/capita/day,125
Food supply,Soyabeans,1966,Democratic People's Republic of Korea,kcal/capita/day,125
Food supply,Soyabeans,1967,Democratic People's Republic of Korea,kcal/capita/day,126
Food supply,Soyabeans,1968,Democratic People's Republic of Korea,kcal/capita/day,126
Food supply,Soyabeans,1969,Democratic People's Republic of Korea,kcal/capita/day,126
Food supply,Soyabeans,1970,Democratic People's Republic of Korea,kcal/capita/day,126
Food supply,Soyabeans,1971,Democratic People's Republic of Korea,kcal/capita/day,126
Food supply,Soyabeans,1972,Democratic People's Republic of Korea,kcal/capita/day,126
Food supply,Soyabeans,1973,Democratic People's Republic of Korea,kcal/capita/day,126
Food supply,Soyabeans,1974,Democratic People's Republic of Korea,kcal/capita/day,124
Food supply,Soyabeans,1975,Democratic People's Republic of Korea,kcal/capita/day,121
Food supply,Soyabeans,1976,Democratic People's Republic of Korea,kcal/capita/day,113
Food supply,Soyabeans,1977,Democratic People's Republic of Korea,kcal/capita/day,105
Food supply,Soyabeans,1978,Democratic People's Republic of Korea,kcal/capita/day,107
Food supply,Soyabeans,1979,Democratic People's Republic of Korea,kcal/capita/day,102
Food supply,Soyabeans,1980,Democratic People's Republic of Korea,kcal/capita/day,101
Food supply,Soyabeans,1981,Democratic People's Republic of Korea,kcal/capita/day,94
Food supply,Soyabeans,1982,Democratic People's Republic of Korea,kcal/capita/day,92
Food supply,Soyabeans,1983,Democratic People's Republic of Korea,kcal/capita/day,93
Food supply,Soyabeans,1984,Democratic People's Republic of Korea,kcal/capita/day,97
Food supply,Soyabeans,1985,Democratic People's Republic of Korea,kcal/capita/day,101
Food supply,Soyabeans,1986,Democratic People's Republic of Korea,kcal/capita/day,102
Food supply,Soyabeans,1987,Democratic People's Republic of Korea,kcal/capita/day,106
Food supply,Soyabeans,1988,Democratic People's Republic of Korea,kcal/capita/day,107
Food supply,Soyabeans,1989,Democratic People's Republic of Korea,kcal/capita/day,107
Food supply,Soyabeans,1990,Democratic People's Republic of Korea,kcal/capita/day,108
Food supply,Soyabeans,1991,Democratic People's Republic of Korea,kcal/capita/day,108
Food supply,Soyabeans,1992,Democratic People's Republic of Korea,kcal/capita/day,96
Food supply,Soyabeans,1993,Democratic People's Republic of Korea,kcal/capita/day,82
Food supply,Soyabeans,1994,Democratic People's Republic of Korea,kcal/capita/day,92
Food supply,Soyabeans,1995,Democratic People's Republic of Korea,kcal/capita/day,87
Food supply,Soyabeans,1996,Democratic People's Republic of Korea,kcal/capita/day,88
Food supply,Soyabeans,1997,Democratic People's Republic of Korea,kcal/capita/day,104
Food supply,Soyabeans,1998,Democratic People's Republic of Korea,kcal/capita/day,66
Food supply,Soyabeans,1999,Democratic People's Republic of Korea,kcal/capita/day,61
Food supply,Soyabeans,2000,Democratic People's Republic of Korea,kcal/capita/day,75
Food supply,Soyabeans,2001,Democratic People's Republic of Korea,kcal/capita/day,51
Food supply,Soyabeans,2002,Democratic People's Republic of Korea,kcal/capita/day,60
Food supply,Soyabeans,2003,Democratic People's Republic of Korea,kcal/capita/day,44
Food supply,Soyabeans,2004,Democratic People's Republic of Korea,kcal/capita/day,52
Food supply,Soyabeans,2005,Democratic People's Republic of Korea,kcal/capita/day,40
Food supply,Soyabeans,2006,Democratic People's Republic of Korea,kcal/capita/day,35
Food supply,Soyabeans,2007,Democratic People's Republic of Korea,kcal/capita/day,42
Food supply,Soyabeans,2008,Democratic People's Republic of Korea,kcal/capita/day,42
Food supply,Soyabeans,2009,Democratic People's Republic of Korea,kcal/capita/day,42
Food supply,Soyabeans,1961,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1962,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1963,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1964,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1965,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1966,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1967,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1968,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1969,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1970,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1971,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1972,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1973,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1974,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1975,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1976,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1977,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1978,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1979,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1980,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1981,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1982,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1983,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1984,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1985,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1986,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1987,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1988,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1989,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1990,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1991,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1992,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1993,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1994,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1995,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1996,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1997,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1998,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1999,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2000,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2001,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2002,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2003,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2004,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2005,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2006,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2007,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2008,Denmark,kcal/capita/day,0
Food supply,Soyabeans,2009,Denmark,kcal/capita/day,0
Food supply,Soyabeans,1961,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1962,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1963,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1964,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1965,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1966,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1967,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1968,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1969,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1970,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1971,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1972,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1973,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1974,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1975,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1976,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1977,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1978,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1979,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1980,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1981,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1982,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1983,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1984,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1985,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1986,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1987,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1988,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1989,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1990,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1991,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1992,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1993,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1994,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1995,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1996,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1997,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1998,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1999,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2000,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2001,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2002,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2003,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2004,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2005,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2006,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2007,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2008,Djibouti,kcal/capita/day,
Food supply,Soyabeans,2009,Djibouti,kcal/capita/day,
Food supply,Soyabeans,1961,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1962,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1963,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1964,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1965,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1966,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1967,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1968,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1969,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1970,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1971,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1972,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1973,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1974,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1975,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1976,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1977,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1978,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1979,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1980,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1981,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1982,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1983,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1984,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1985,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1986,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1987,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1988,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1989,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1990,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1991,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1992,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1993,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1994,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1995,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1996,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1997,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1998,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1999,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2000,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2001,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2002,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2003,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2004,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2005,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2006,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2007,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2008,Dominica,kcal/capita/day,0
Food supply,Soyabeans,2009,Dominica,kcal/capita/day,0
Food supply,Soyabeans,1961,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1962,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1963,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1964,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1965,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1966,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1967,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1968,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1969,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1970,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1971,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1972,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1973,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1974,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1975,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1976,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1977,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1978,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1979,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1980,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1981,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1982,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1983,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1984,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1985,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1986,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1987,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1988,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1989,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1990,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1991,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1992,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1993,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1994,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1995,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1996,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1997,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1998,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1999,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2000,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2001,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2002,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2003,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2004,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2005,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2006,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2007,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2008,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,2009,Dominican Republic,kcal/capita/day,
Food supply,Soyabeans,1961,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1962,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1963,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1964,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1965,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1966,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1967,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1968,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1969,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1970,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1971,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1972,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1973,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1974,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1975,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1976,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1977,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1978,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1979,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1980,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1981,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1982,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1983,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1984,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1985,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1986,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1987,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1988,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1989,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,1990,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,1991,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,1992,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1993,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1994,Eastern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1995,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,1996,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1997,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,1998,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,1999,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,2000,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,2001,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,2002,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,2003,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,2004,Eastern Africa + (Total),kcal/capita/day,2
Food supply,Soyabeans,2005,Eastern Africa + (Total),kcal/capita/day,3
Food supply,Soyabeans,2006,Eastern Africa + (Total),kcal/capita/day,4
Food supply,Soyabeans,2007,Eastern Africa + (Total),kcal/capita/day,5
Food supply,Soyabeans,2008,Eastern Africa + (Total),kcal/capita/day,6
Food supply,Soyabeans,2009,Eastern Africa + (Total),kcal/capita/day,6
Food supply,Soyabeans,1961,Eastern Asia + (Total),kcal/capita/day,46
Food supply,Soyabeans,1962,Eastern Asia + (Total),kcal/capita/day,46
Food supply,Soyabeans,1963,Eastern Asia + (Total),kcal/capita/day,48
Food supply,Soyabeans,1964,Eastern Asia + (Total),kcal/capita/day,50
Food supply,Soyabeans,1965,Eastern Asia + (Total),kcal/capita/day,43
Food supply,Soyabeans,1966,Eastern Asia + (Total),kcal/capita/day,53
Food supply,Soyabeans,1967,Eastern Asia + (Total),kcal/capita/day,54
Food supply,Soyabeans,1968,Eastern Asia + (Total),kcal/capita/day,51
Food supply,Soyabeans,1969,Eastern Asia + (Total),kcal/capita/day,48
Food supply,Soyabeans,1970,Eastern Asia + (Total),kcal/capita/day,51
Food supply,Soyabeans,1971,Eastern Asia + (Total),kcal/capita/day,51
Food supply,Soyabeans,1972,Eastern Asia + (Total),kcal/capita/day,44
Food supply,Soyabeans,1973,Eastern Asia + (Total),kcal/capita/day,49
Food supply,Soyabeans,1974,Eastern Asia + (Total),kcal/capita/day,47
Food supply,Soyabeans,1975,Eastern Asia + (Total),kcal/capita/day,44
Food supply,Soyabeans,1976,Eastern Asia + (Total),kcal/capita/day,42
Food supply,Soyabeans,1977,Eastern Asia + (Total),kcal/capita/day,42
Food supply,Soyabeans,1978,Eastern Asia + (Total),kcal/capita/day,42
Food supply,Soyabeans,1979,Eastern Asia + (Total),kcal/capita/day,42
Food supply,Soyabeans,1980,Eastern Asia + (Total),kcal/capita/day,44
Food supply,Soyabeans,1981,Eastern Asia + (Total),kcal/capita/day,45
Food supply,Soyabeans,1982,Eastern Asia + (Total),kcal/capita/day,43
Food supply,Soyabeans,1983,Eastern Asia + (Total),kcal/capita/day,42
Food supply,Soyabeans,1984,Eastern Asia + (Total),kcal/capita/day,42
Food supply,Soyabeans,1985,Eastern Asia + (Total),kcal/capita/day,41
Food supply,Soyabeans,1986,Eastern Asia + (Total),kcal/capita/day,45
Food supply,Soyabeans,1987,Eastern Asia + (Total),kcal/capita/day,47
Food supply,Soyabeans,1988,Eastern Asia + (Total),kcal/capita/day,47
Food supply,Soyabeans,1989,Eastern Asia + (Total),kcal/capita/day,43
Food supply,Soyabeans,1990,Eastern Asia + (Total),kcal/capita/day,45
Food supply,Soyabeans,1991,Eastern Asia + (Total),kcal/capita/day,38
Food supply,Soyabeans,1992,Eastern Asia + (Total),kcal/capita/day,43
Food supply,Soyabeans,1993,Eastern Asia + (Total),kcal/capita/day,50
Food supply,Soyabeans,1994,Eastern Asia + (Total),kcal/capita/day,57
Food supply,Soyabeans,1995,Eastern Asia + (Total),kcal/capita/day,50
Food supply,Soyabeans,1996,Eastern Asia + (Total),kcal/capita/day,51
Food supply,Soyabeans,1997,Eastern Asia + (Total),kcal/capita/day,60
